,rider_code,nb_gc_finished,nb_win_gc,nb_pod_gc,nb_top10_gc,pts_gc,avg_rnk_gc,pct_win_gc,pct_pod_gc,pct_top10_gc,avg_pts_gc
343,lucas-hamilton,12,0,0,3,602.0,54.72727272727273,0.0,0.0,0.25,50.166666666666664
344,pello-bilbao,16,0,3,9,1662.0,103.875,0.0,0.1875,0.5625,103.875
345,chris-hamilton,13,0,0,2,331.0,27.583333333333332,0.0,0.0,0.15384615384615385,25.46153846153846
346,jai-hindley,12,1,2,5,1172.0,97.66666666666667,0.08333333333333333,0.16666666666666666,0.4166666666666667,97.66666666666667
347,pieter-serry,8,0,0,0,85.0,10.625,0.0,0.0,0.0,10.625
348,koen-bouwman,10,0,0,0,268.0,26.8,0.0,0.0,0.0,26.8
349,diego-ulissi,12,0,1,4,730.0,60.833333333333336,0.0,0.08333333333333333,0.3333333333333333,60.833333333333336
350,ivan-ramiro-sosa,7,0,0,0,80.0,11.428571428571429,0.0,0.0,0.0,11.428571428571429
351,amanuel-ghebreigzabhier,7,0,0,0,60.0,10.0,0.0,0.0,0.0,8.571428571428571
352,antonio-pedrero,8,0,0,0,173.0,24.714285714285715,0.0,0.0,0.0,21.625
353,dario-cataldo,14,0,0,0,170.0,12.142857142857142,0.0,0.0,0.0,12.142857142857142
354,gianluca-brambilla,11,0,0,0,191.0,17.363636363636363,0.0,0.0,0.0,17.363636363636363
355,andrea-vendrame,9,0,0,0,85.0,10.625,0.0,0.0,0.0,9.444444444444445
356,giovanni-carboni,2,0,0,0,40.0,20.0,0.0,0.0,0.0,20.0
357,nans-peters,14,0,0,0,166.0,11.857142857142858,0.0,0.0,0.0,11.857142857142858
358,nicola-conci,9,0,0,0,88.0,12.571428571428571,0.0,0.0,0.0,9.777777777777779
359,christopher-juul-jensen,11,0,0,0,180.0,16.363636363636363,0.0,0.0,0.0,16.363636363636363
360,antonio-nibali,9,0,0,0,70.0,8.75,0.0,0.0,0.0,7.777777777777778
361,kristian-sbaragli,6,0,0,0,86.0,14.333333333333334,0.0,0.0,0.0,14.333333333333334
362,jhonatan-narvaez,7,0,0,0,80.0,11.428571428571429,0.0,0.0,0.0,11.428571428571429
363,tobias-ludvigsson,9,0,0,0,109.0,13.625,0.0,0.0,0.0,12.11111111111111
364,luca-covili,4,0,0,0,80.0,20.0,0.0,0.0,0.0,20.0
365,lorenzo-rota,7,0,0,0,148.0,24.666666666666668,0.0,0.0,0.0,21.142857142857142
366,salvatore-puccio,10,0,0,0,125.0,12.5,0.0,0.0,0.0,12.5
367,andrea-garosio,4,0,0,0,38.0,9.5,0.0,0.0,0.0,9.5
368,krists-neilands,9,0,0,0,113.0,12.555555555555555,0.0,0.0,0.0,12.555555555555555
369,mirco-maestri,4,0,0,0,50.0,12.5,0.0,0.0,0.0,12.5
370,jonathan-klever-caicedo,9,0,0,0,60.0,10.0,0.0,0.0,0.0,6.666666666666667
371,pascal-ackermann,9,0,0,0,85.0,10.625,0.0,0.0,0.0,9.444444444444445
372,rudiger-selig,4,0,0,0,50.0,12.5,0.0,0.0,0.0,12.5
373,davide-cimolai,9,0,0,0,100.0,12.5,0.0,0.0,0.0,11.11111111111111
374,simone-consonni,8,0,0,0,100.0,14.285714285714286,0.0,0.0,0.0,12.5
375,jacopo-guarnieri,8,0,0,0,70.0,8.75,0.0,0.0,0.0,8.75
376,juan-jose-lobato,4,0,0,0,50.0,12.5,0.0,0.0,0.0,12.5
377,egan-bernal,7,4,5,7,1890.0,270.0,0.5714285714285714,0.7142857142857143,1.0,270.0
378,aleksandr-vlasov,8,1,3,6,1380.0,197.14285714285714,0.125,0.375,0.75,172.5
379,daniel-felipe-martinez,12,1,3,5,1078.0,98.0,0.08333333333333333,0.25,0.4166666666666667,89.83333333333333
380,joao-almeida,10,1,3,9,1385.0,138.5,0.1,0.3,0.9,138.5
381,tobias-foss,4,0,0,1,225.0,56.25,0.0,0.0,0.25,56.25
382,lorenzo-fortunato,4,0,0,0,232.0,58.0,0.0,0.0,0.0,58.0
383,louis-vervaeke,4,0,0,0,100.0,25.0,0.0,0.0,0.0,25.0
384,jonathan-castroviejo,10,0,0,0,246.0,24.6,0.0,0.0,0.0,24.6
385,nelson-oliveira,14,0,0,0,220.0,16.923076923076923,0.0,0.0,0.0,15.714285714285714
386,matteo-badilatti,14,0,0,0,116.0,8.285714285714286,0.0,0.0,0.0,8.285714285714286
387,harold-tejada,8,0,0,0,160.0,20.0,0.0,0.0,0.0,20.0
388,alessandro-covi,6,0,0,0,68.0,13.6,0.0,0.0,0.0,11.333333333333334
389,einer-augusto-rubio-reyes,6,0,0,1,164.0,27.333333333333332,0.0,0.0,0.16666666666666666,27.333333333333332
390,vadim-pronskiy,7,0,0,0,85.0,12.142857142857142,0.0,0.0,0.0,12.142857142857142
391,quinten-hermans,5,0,0,0,82.0,16.4,0.0,0.0,0.0,16.4
392,patrick-bevin,9,0,0,0,90.0,10.0,0.0,0.0,0.0,10.0
393,rein-taaramae,13,0,0,0,147.0,12.25,0.0,0.0,0.0,11.307692307692308
394,jacopo-mosca,7,0,0,0,82.0,11.714285714285714,0.0,0.0,0.0,11.714285714285714
395,james-knox,14,0,0,2,480.0,36.92307692307692,0.0,0.0,0.14285714285714285,34.285714285714285
396,lars-van-den-berg,2,0,0,0,25.0,12.5,0.0,0.0,0.0,12.5
397,jimmy-janssens,2,0,0,0,40.0,20.0,0.0,0.0,0.0,20.0
398,simon-carr,6,0,0,0,54.0,13.5,0.0,0.0,0.0,9.0
399,andrii-ponomar,2,0,0,0,40.0,20.0,0.0,0.0,0.0,20.0
400,simon-pellaud,7,0,0,0,50.0,7.142857142857143,0.0,0.0,0.0,7.142857142857143
401,simone-raccani,2,0,0,0,40.0,20.0,0.0,0.0,0.0,20.0
402,filippo-zana,2,0,0,0,40.0,20.0,0.0,0.0,0.0,20.0
403,vincenzo-albanese,4,0,0,0,50.0,12.5,0.0,0.0,0.0,12.5
404,yukiya-arashiro,6,0,0,0,75.0,12.5,0.0,0.0,0.0,12.5
405,stefano-oldani,6,0,0,0,55.0,13.75,0.0,0.0,0.0,9.166666666666666
406,giovanni-aleotti,7,0,0,0,156.0,22.285714285714285,0.0,0.0,0.0,22.285714285714285
407,harm-vanhoucke,14,0,0,1,256.0,23.272727272727273,0.0,0.0,0.07142857142857142,18.285714285714285
408,valerio-conti,7,0,1,1,245.0,40.833333333333336,0.0,0.14285714285714285,0.14285714285714285,35.0
409,natnael-tesfatsion,4,0,0,0,75.0,18.75,0.0,0.0,0.0,18.75
410,mauro-schmid,6,0,0,1,184.0,30.666666666666668,0.0,0.0,0.16666666666666666,30.666666666666668
411,samuele-zoccarato,3,0,0,0,30.0,10.0,0.0,0.0,0.0,10.0
412,davide-gabburo,4,0,0,0,50.0,12.5,0.0,0.0,0.0,12.5
413,taco-van-der-hoorn,9,0,0,0,80.0,8.88888888888889,0.0,0.0,0.0,8.88888888888889
414,filippo-fiorelli,3,0,0,0,30.0,10.0,0.0,0.0,0.0,10.0
415,fernando-gaviria,11,0,0,0,100.0,9.090909090909092,0.0,0.0,0.0,9.090909090909092
416,max-kanter,9,0,0,0,65.0,9.285714285714286,0.0,0.0,0.0,7.222222222222222
417,lawrence-naesen,3,0,0,0,45.0,15.0,0.0,0.0,0.0,15.0
418,michael-hepburn,11,0,0,0,120.0,10.909090909090908,0.0,0.0,0.0,10.909090909090908
419,filippo-magli2,3,0,0,0,45.0,15.0,0.0,0.0,0.0,15.0
420,samuele-rivi,3,0,0,0,45.0,15.0,0.0,0.0,0.0,15.0
421,albert-torres,9,0,0,0,80.0,8.88888888888889,0.0,0.0,0.0,8.88888888888889
422,alexander-krieger,3,0,0,0,65.0,21.666666666666668,0.0,0.0,0.0,21.666666666666668
423,juan-pedro-lopez,8,0,0,1,380.0,54.285714285714285,0.0,0.0,0.125,47.5
424,thymen-arensman,11,0,1,3,721.0,65.54545454545455,0.0,0.09090909090909091,0.2727272727272727,65.54545454545455
425,lennard-kamna,9,0,0,0,210.0,26.25,0.0,0.0,0.0,23.333333333333332
426,sam-oomen,8,0,0,3,425.0,53.125,0.0,0.0,0.375,53.125
427,gijs-leemreize,5,0,0,0,54.0,10.8,0.0,0.0,0.0,10.8
428,mauri-vansevenant,7,0,0,0,139.0,19.857142857142858,0.0,0.0,0.0,19.857142857142858
429,domen-novak,5,0,0,0,50.0,12.5,0.0,0.0,0.0,10.0
430,ben-tulett,5,0,0,2,241.0,48.2,0.0,0.0,0.4,48.2
431,rui-costa,12,0,1,3,547.0,45.583333333333336,0.0,0.08333333333333333,0.25,45.583333333333336
432,ben-zwiehoff,7,0,0,1,158.0,22.571428571428573,0.0,0.0,0.14285714285714285,22.571428571428573
433,alessandro-tonelli,5,0,0,0,40.0,8.0,0.0,0.0,0.0,8.0
434,mathieu-van-der-poel,2,0,0,0,25.0,12.5,0.0,0.0,0.0,12.5
435,merhawi-kudus,12,0,1,1,316.0,26.333333333333332,0.0,0.08333333333333333,0.08333333333333333,26.333333333333332
436,nicolas-prodhomme,5,0,0,0,70.0,14.0,0.0,0.0,0.0,14.0
437,edoardo-zambanini,5,0,0,0,55.0,11.0,0.0,0.0,0.0,11.0
438,diego-andres-camargo,9,0,0,0,65.0,9.285714285714286,0.0,0.0,0.0,7.222222222222222
439,mattia-bais,3,0,0,0,25.0,12.5,0.0,0.0,0.0,8.333333333333334
440,erik-fetter,1,0,0,0,20.0,20.0,0.0,0.0,0.0,20.0
441,lilian-calmejane,8,0,0,0,171.0,21.375,0.0,0.0,0.0,21.375
442,oier-lazkano,5,0,0,0,30.0,10.0,0.0,0.0,0.0,6.0
443,tobias-bayer,2,0,0,0,25.0,12.5,0.0,0.0,0.0,12.5
444,luca-rastelli,3,0,0,0,30.0,10.0,0.0,0.0,0.0,10.0
445,ignatas-konovalovas,7,0,0,0,50.0,7.142857142857143,0.0,0.0,0.0,7.142857142857143
446,otto-vergaerde,3,0,0,0,25.0,12.5,0.0,0.0,0.0,8.333333333333334
447,alberto-dainese,6,0,0,0,80.0,13.333333333333334,0.0,0.0,0.0,13.333333333333334
448,davide-bais,3,0,0,0,30.0,10.0,0.0,0.0,0.0,10.0
449,rick-zabel,9,0,0,0,80.0,8.88888888888889,0.0,0.0,0.0,8.88888888888889
450,clement-davy,4,0,0,0,35.0,8.75,0.0,0.0,0.0,8.75
451,mark-cavendish,8,0,0,0,70.0,10.0,0.0,0.0,0.0,8.75
452,bert-van-lerberghe,6,0,0,0,60.0,10.0,0.0,0.0,0.0,10.0
453,tadej-pogacar,12,7,10,11,3190.0,265.8333333333333,0.5833333333333334,0.8333333333333334,0.9166666666666666,265.8333333333333
454,maximilian-schachmann,13,1,1,5,823.0,63.30769230769231,0.07692307692307693,0.07692307692307693,0.38461538461538464,63.30769230769231
455,mikel-bizkarra,8,0,0,0,140.0,17.5,0.0,0.0,0.0,17.5
456,jonathan-lastra,5,0,0,0,86.0,17.2,0.0,0.0,0.0,17.2
457,david-de-la-cruz,12,0,0,4,651.0,59.18181818181818,0.0,0.0,0.3333333333333333,54.25
458,omar-fraile,12,0,0,0,135.0,15.0,0.0,0.0,0.0,11.25
459,daniel-navarro,11,0,0,0,162.0,14.727272727272727,0.0,0.0,0.0,14.727272727272727
460,luis-angel-mate,10,0,0,0,164.0,18.22222222222222,0.0,0.0,0.0,16.4
461,julen-amezqueta,4,0,0,0,50.0,12.5,0.0,0.0,0.0,12.5
462,jesus-herrada-lopez,10,0,0,0,228.0,22.8,0.0,0.0,0.0,22.8
463,mikel-iturria,7,0,0,0,80.0,11.428571428571429,0.0,0.0,0.0,11.428571428571429
464,sergio-samitier,9,0,0,0,60.0,6.666666666666667,0.0,0.0,0.0,6.666666666666667
465,jhojan-garcia,3,0,0,0,30.0,10.0,0.0,0.0,0.0,10.0
466,david-gonzalez-lopez,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
467,cristian-rodriguez,8,0,0,0,106.0,15.142857142857142,0.0,0.0,0.0,13.25
468,gino-mader,12,0,1,3,693.0,57.75,0.0,0.08333333333333333,0.25,57.75
469,pierre-latour,10,0,0,1,347.0,34.7,0.0,0.0,0.1,34.7
470,sergio-higuita,12,1,3,5,1184.0,98.66666666666667,0.08333333333333333,0.25,0.4166666666666667,98.66666666666667
471,odd-christian-eiking,7,0,0,1,330.0,47.142857142857146,0.0,0.0,0.14285714285714285,47.142857142857146
472,jesus-ezquerra-muela,4,0,0,0,65.0,16.25,0.0,0.0,0.0,16.25
473,jon-agirre,2,0,0,0,5.0,5.0,0.0,0.0,0.0,2.5
474,jose-felix-parra,3,0,0,0,50.0,16.666666666666668,0.0,0.0,0.0,16.666666666666668
475,gotzon-martin,6,0,0,0,60.0,10.0,0.0,0.0,0.0,10.0
476,angel-madrazo,5,0,0,0,65.0,16.25,0.0,0.0,0.0,13.0
477,txomin-juaristi,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
478,mathieu-burgaudeau,5,0,0,0,92.0,18.4,0.0,0.0,0.0,18.4
479,roger-adria,3,0,0,0,10.0,5.0,0.0,0.0,0.0,3.3333333333333335
480,fernando-barcelo,7,0,0,0,65.0,9.285714285714286,0.0,0.0,0.0,9.285714285714286
481,jon-barrenetxea-golzarri,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
482,ander-okamika,4,0,0,0,50.0,12.5,0.0,0.0,0.0,12.5
483,raul-garcia-pierna,4,0,0,0,35.0,8.75,0.0,0.0,0.0,8.75
484,jon-aberasturi,6,0,0,0,70.0,14.0,0.0,0.0,0.0,11.666666666666666
485,julien-simon,8,0,0,0,90.0,12.857142857142858,0.0,0.0,0.0,11.25
486,alexander-kamp,4,0,0,0,15.0,5.0,0.0,0.0,0.0,3.75
487,andreas-leknessund,10,0,0,0,244.0,30.5,0.0,0.0,0.0,24.4
488,ide-schelling,5,0,0,0,50.0,16.666666666666668,0.0,0.0,0.0,10.0
489,unai-cuadrado,3,0,0,0,5.0,5.0,0.0,0.0,0.0,1.6666666666666667
490,urko-berrade-fernandez,5,0,0,0,30.0,10.0,0.0,0.0,0.0,6.0
491,carlos-canal,5,0,0,0,45.0,15.0,0.0,0.0,0.0,9.0
492,remco-evenepoel,7,2,2,4,1055.0,150.71428571428572,0.2857142857142857,0.2857142857142857,0.5714285714285714,150.71428571428572
493,marc-soler,16,0,0,3,795.0,56.785714285714285,0.0,0.0,0.1875,49.6875
494,rigoberto-uran,10,0,1,6,1245.0,124.5,0.0,0.1,0.6,124.5
495,igor-arrieta-lizarraga,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
496,ibon-ruiz,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
497,jeremy-cabot,2,0,0,0,30.0,15.0,0.0,0.0,0.0,15.0
498,pelayo-sanchez-mayo,3,0,0,0,20.0,20.0,0.0,0.0,0.0,6.666666666666667
499,jetse-bol,6,0,0,0,85.0,17.0,0.0,0.0,0.0,14.166666666666666
500,alan-jousseaume,1,0,0,0,0.0,,0.0,0.0,0.0,0.0
501,leon-heinschke,1,0,0,0,0.0,,0.0,0.0,0.0,0.0
502,tim-naberman,2,0,0,0,5.0,5.0,0.0,0.0,0.0,2.5
503,elie-gesbert,7,0,0,0,105.0,15.0,0.0,0.0,0.0,15.0
504,matteo-trentin,7,0,0,0,121.0,17.285714285714285,0.0,0.0,0.0,17.285714285714285
505,anthony-turgis,8,0,0,0,120.0,15.0,0.0,0.0,0.0,15.0
506,john-degenkolb,12,0,0,0,110.0,9.166666666666666,0.0,0.0,0.0,9.166666666666666
507,bryan-coquard,6,0,0,1,110.0,22.0,0.0,0.0,0.16666666666666666,18.333333333333332
508,luke-rowe,11,0,0,0,85.0,9.444444444444445,0.0,0.0,0.0,7.7272727272727275
509,niccolo-bonifazio,5,0,0,0,60.0,15.0,0.0,0.0,0.0,12.0
510,thomas-scully,9,0,0,0,80.0,8.88888888888889,0.0,0.0,0.0,8.88888888888889
511,alessandro-fedeli,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
512,geoffrey-soupe,2,0,0,0,30.0,15.0,0.0,0.0,0.0,15.0
513,luka-mezgec,8,0,0,0,90.0,12.857142857142858,0.0,0.0,0.0,11.25
514,daniel-mclay,6,0,0,0,35.0,8.75,0.0,0.0,0.0,5.833333333333333
515,michael-matthews,11,0,0,0,143.0,13.0,0.0,0.0,0.0,13.0
516,damien-touze,6,0,0,0,55.0,11.0,0.0,0.0,0.0,9.166666666666666
517,rohan-dennis,14,0,1,3,547.0,42.07692307692308,0.0,0.07142857142857142,0.21428571428571427,39.07142857142857
518,yves-lampaert,5,0,0,0,65.0,13.0,0.0,0.0,0.0,13.0
519,connor-swift,5,0,0,0,85.0,17.0,0.0,0.0,0.0,17.0
520,cyril-barthe,6,0,0,0,112.0,18.666666666666668,0.0,0.0,0.0,18.666666666666668
521,nacer-bouhanni,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
522,nils-eekhoff,3,0,0,0,55.0,18.333333333333332,0.0,0.0,0.0,18.333333333333332
523,florian-vermeersch,4,0,0,0,55.0,13.75,0.0,0.0,0.0,13.75
524,jelle-wallays,4,0,0,0,55.0,13.75,0.0,0.0,0.0,13.75
525,jonas-rutsch,6,0,0,0,70.0,11.666666666666666,0.0,0.0,0.0,11.666666666666666
526,jordi-meeus,6,0,0,0,40.0,8.0,0.0,0.0,0.0,6.666666666666667
527,johan-jacobs,8,0,0,0,25.0,5.0,0.0,0.0,0.0,3.125
528,giacomo-nizzolo,3,0,0,0,10.0,5.0,0.0,0.0,0.0,3.3333333333333335
529,georg-zimmermann,5,0,0,0,134.0,26.8,0.0,0.0,0.0,26.8
530,silvan-dillier,9,0,0,0,95.0,11.875,0.0,0.0,0.0,10.555555555555555
531,victor-koretzky,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
532,campbell-stewart,4,0,0,0,10.0,5.0,0.0,0.0,0.0,2.5
533,nathan-van-hooydonck,6,0,0,0,55.0,11.0,0.0,0.0,0.0,9.166666666666666
534,loic-vliegen,3,0,0,0,10.0,5.0,0.0,0.0,0.0,3.3333333333333335
535,luca-mozzato,3,0,0,0,25.0,25.0,0.0,0.0,0.0,8.333333333333334
536,eduard-prades,6,0,0,0,36.0,7.2,0.0,0.0,0.0,6.0
537,gonzalo-serrano,5,0,0,1,185.0,37.0,0.0,0.0,0.2,37.0
538,quinn-simmons,5,0,0,0,60.0,12.0,0.0,0.0,0.0,12.0
539,hugo-hofstetter,8,0,0,0,70.0,11.666666666666666,0.0,0.0,0.0,8.75
540,emils-liepins,8,0,0,0,55.0,6.875,0.0,0.0,0.0,6.875
541,lorrenzo-manzin,3,0,0,0,30.0,10.0,0.0,0.0,0.0,10.0
542,matteo-malucelli,3,0,0,0,15.0,5.0,0.0,0.0,0.0,5.0
543,davide-martinelli,9,0,0,0,45.0,5.0,0.0,0.0,0.0,5.0
544,jefferson-alexander-cepeda,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
545,alan-riou,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
546,giovanni-lonardi,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
547,kaden-groves,8,0,0,0,50.0,7.142857142857143,0.0,0.0,0.0,6.25
548,paul-ourselin,5,0,0,0,60.0,12.0,0.0,0.0,0.0,12.0
549,thomas-pidcock,2,0,0,0,150.0,75.0,0.0,0.0,0.0,75.0
550,jose-herrada,7,0,0,0,109.0,15.571428571428571,0.0,0.0,0.0,15.571428571428571
551,marc-sarreau,5,0,0,0,40.0,8.0,0.0,0.0,0.0,8.0
552,peter-kusztor,4,0,0,0,20.0,5.0,0.0,0.0,0.0,5.0
553,david-lozano,3,0,0,0,15.0,5.0,0.0,0.0,0.0,5.0
554,sam-brand,3,0,0,0,15.0,5.0,0.0,0.0,0.0,5.0
555,andrea-peron,4,0,0,0,20.0,5.0,0.0,0.0,0.0,5.0
556,charles-planet,3,0,0,0,15.0,5.0,0.0,0.0,0.0,5.0
557,clement-berthet,5,0,0,0,107.0,21.4,0.0,0.0,0.0,21.4
558,biniam-girmay,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
559,david-dekker,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
560,niklas-markl,4,0,0,0,20.0,5.0,0.0,0.0,0.0,5.0
561,filip-maciejuk,3,0,0,0,15.0,5.0,0.0,0.0,0.0,5.0
562,yevgeniy-fedorov,3,0,0,0,30.0,10.0,0.0,0.0,0.0,10.0
563,sebastian-berwick,4,0,0,0,98.0,24.5,0.0,0.0,0.0,24.5
564,abner-gonzalez-rivera,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
565,alexandre-delettre,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
566,sergio-martin,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
567,juri-hollmann,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
568,stephen-williams,5,0,0,0,25.0,5.0,0.0,0.0,0.0,5.0
569,antoine-raugel,2,0,0,0,25.0,12.5,0.0,0.0,0.0,12.5
570,michal-schlegel,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
571,michel-hessmann,3,0,0,0,15.0,5.0,0.0,0.0,0.0,5.0
572,mick-van-dijke,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
573,christian-scaroni,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
574,jarrad-drizners,5,0,0,0,15.0,5.0,0.0,0.0,0.0,3.0
575,daan-hoole,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
576,jonas-iversby-hvideberg,3,0,0,0,25.0,12.5,0.0,0.0,0.0,8.333333333333334
577,marijn-van-den-berg,3,0,0,0,15.0,5.0,0.0,0.0,0.0,5.0
578,magnus-sheffield,3,0,0,1,150.0,50.0,0.0,0.0,0.3333333333333333,50.0
579,taj-jones,4,0,0,0,15.0,5.0,0.0,0.0,0.0,3.75
580,bram-welten,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
581,kamil-malecki,2,0,0,0,25.0,12.5,0.0,0.0,0.0,12.5
582,kelland-brien,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
583,gerben-thijssen,4,0,0,0,15.0,5.0,0.0,0.0,0.0,3.75
584,sam-welsford,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
585,iuri-leitao,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
586,umberto-poli,1,0,0,0,0.0,,0.0,0.0,0.0,0.0
587,roland-thalmann,4,0,0,0,27.0,6.75,0.0,0.0,0.0,6.75
588,clement-champoussin,6,0,0,0,149.0,24.833333333333332,0.0,0.0,0.0,24.833333333333332
589,joel-suter,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
590,juan-ayuso-pesquera,3,0,1,3,500.0,166.66666666666666,0.0,0.3333333333333333,1.0,166.66666666666666
591,luke-plapp,5,0,1,2,350.0,70.0,0.0,0.2,0.4,70.0
592,ben-healy,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
593,pau-miquel-delgado,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
594,anton-palzer,4,0,0,0,40.0,10.0,0.0,0.0,0.0,10.0
595,yannis-voisard,3,0,0,0,28.0,9.333333333333334,0.0,0.0,0.0,9.333333333333334
596,filippo-colombo1,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
597,carlos-garcia-pierna,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
598,valentin-paret-peintre,2,0,0,0,33.0,16.5,0.0,0.0,0.0,16.5
599,georg-steinhauser,2,0,0,0,21.0,10.5,0.0,0.0,0.0,10.5
600,nils-brun,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
601,johan-price-pejtersen,3,0,0,0,15.0,5.0,0.0,0.0,0.0,5.0
602,colin-joyce,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
603,nickolas-zukowsky,2,0,0,0,5.0,5.0,0.0,0.0,0.0,2.5
604,floris-de-tier,5,0,0,0,40.0,8.0,0.0,0.0,0.0,8.0
605,matthew-walls,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
606,kristian-aasvold,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
607,markus-hoelgaard,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
608,robin-froidevaux,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
609,lewis-askey,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
610,jay-vine,2,1,1,1,270.0,135.0,0.5,0.5,0.5,135.0
611,marius-mayrhofer,1,0,0,0,18.0,18.0,0.0,0.0,0.0,18.0
612,reuben-thompson,2,0,0,0,19.0,9.5,0.0,0.0,0.0,9.5
613,milan-vader,1,0,0,0,10.0,10.0,0.0,0.0,0.0,10.0
614,alex-baudin,2,0,0,0,14.0,7.0,0.0,0.0,0.0,7.0
615,corbin-strong,1,0,0,0,7.0,7.0,0.0,0.0,0.0,7.0
616,paul-penhoet,1,0,0,0,6.0,6.0,0.0,0.0,0.0,6.0
617,derek-gee,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
618,ivan-romeo,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
619,asbjorn-hellemose,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
620,leo-hayter,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
621,paul-lapeira,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
622,matthew-dinham,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
623,michael-vink,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
624,tim-van-dijke,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
625,marc-brustenga-masague,4,0,0,0,15.0,5.0,0.0,0.0,0.0,3.75
626,stan-van-tricht,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
627,kim-heiduk,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
628,alessandro-verre,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
629,sjoerd-bax,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
630,samuel-gaze,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
631,ewen-costiou,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
632,luis-joe-luhrs,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
633,andre-carvalho,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
634,mathis-le-berre,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
635,laurence-pithie,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
636,lorenzo-germani,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
637,harrison-wood,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
638,cameron-scott,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
639,martin-svrcek,2,0,0,0,0.0,,0.0,0.0,0.0,0.0
640,martin-laas,5,0,0,0,45.0,15.0,0.0,0.0,0.0,9.0
641,jensen-plowright,2,0,0,0,5.0,5.0,0.0,0.0,0.0,2.5
642,joonas-henttala,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
643,corey-davis,1,0,0,0,0.0,,0.0,0.0,0.0,0.0
644,itamar-einhorn,2,0,0,0,10.0,5.0,0.0,0.0,0.0,5.0
645,benjamin-perry,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
646,etienne-van-empel,1,0,0,0,60.0,60.0,0.0,0.0,0.0,60.0
647,aaron-van-poucke,1,0,0,0,5.0,5.0,0.0,0.0,0.0,5.0
